event_ts,account_id,action,instance_id,region
2025-08-04 02:57:00,A100194,RUN_INSTANCES,i-40329926,eu-west-1
2025-08-04 03:47:00,A100172,RUN_INSTANCES,i-28402742,eu-north-1
2025-08-04 04:36:00,A100242,RUN_INSTANCES,i-99307460,us-east-1
2025-08-04 05:46:00,A100096,TERMINATE_INSTANCES,i-38713462,us-west-2
2025-08-04 05:59:00,A100180,RUN_INSTANCES,i-13233994,eu-west-1
2025-08-04 06:11:00,A100014,TERMINATE_INSTANCES,i-60257413,eu-central-1
2025-08-04 06:30:00,A100130,TERMINATE_INSTANCES,i-47806375,eu-west-1
2025-08-04 07:02:00,A100293,TERMINATE_INSTANCES,i-99739621,us-east-1
2025-08-04 07:41:00,A100141,RUN_INSTANCES,i-75598701,eu-central-1
2025-08-04 09:56:00,A100253,TERMINATE_INSTANCES,i-45726507,eu-west-1
2025-08-04 11:58:00,A100040,RUN_INSTANCES,i-56366330,eu-central-1
2025-08-04 12:03:00,A100092,CREATE_SECURITY_GROUP,,us-west-2
2025-08-04 12:25:00,A100028,RUN_INSTANCES,i-96846539,eu-west-1
2025-08-04 13:04:00,A100112,ALLOCATE_ADDRESS,,eu-west-1
2025-08-04 15:35:00,A100233,TERMINATE_INSTANCES,i-93077628,eu-north-1
2025-08-04 15:43:00,A100014,RUN_INSTANCES,i-72717905,ap-south-1
2025-08-04 16:15:00,A100272,TERMINATE_INSTANCES,i-11314532,eu-west-1
2025-08-04 16:44:00,A100089,RUN_INSTANCES,i-62822488,eu-central-1
2025-08-04 17:21:00,A100060,RUN_INSTANCES,i-42244347,eu-west-1
2025-08-04 19:43:00,A100203,ALLOCATE_ADDRESS,,eu-north-1
2025-08-04 20:11:00,A100296,TERMINATE_INSTANCES,i-88460225,ap-south-1
2025-08-04 20:54:00,A100239,TERMINATE_INSTANCES,i-83236287,eu-central-1
2025-08-04 21:25:00,A100011,TERMINATE_INSTANCES,i-13662140,eu-north-1
2025-08-04 21:34:00,A100153,CREATE_KEY_PAIR,,us-east-1
2025-08-04 21:52:00,A100154,CREATE_SECURITY_GROUP,,eu-central-1
2025-08-04 21:55:00,A100158,RUN_INSTANCES,i-68683488,eu-west-1
2025-08-04 22:14:00,A100289,CREATE_SECURITY_GROUP,,eu-central-1
2025-08-05 00:35:00,A100081,ALLOCATE_ADDRESS,,eu-central-1
2025-08-05 02:21:00,A100232,RUN_INSTANCES,i-14788124,eu-north-1
2025-08-05 03:39:00,A100056,RUN_INSTANCES,i-35508567,eu-central-1
2025-08-05 04:21:00,A100137,RUN_INSTANCES,i-44202994,eu-north-1
2025-08-05 04:48:00,A100017,CREATE_KEY_PAIR,,eu-north-1
2025-08-05 06:21:00,A100053,RUN_INSTANCES,i-23931258,eu-west-1
2025-08-05 08:29:00,A100223,RUN_INSTANCES,i-73100769,eu-west-1
2025-08-05 08:46:00,A100228,RUN_INSTANCES,i-16149351,ap-south-1
2025-08-05 09:02:00,A100219,RUN_INSTANCES,i-43837051,us-east-1
2025-08-05 09:46:00,A100234,CREATE_KEY_PAIR,,eu-central-1
2025-08-05 10:53:00,A100216,RUN_INSTANCES,i-35930730,eu-north-1
2025-08-05 11:26:00,A100076,RUN_INSTANCES,i-86614520,eu-north-1
2025-08-05 12:39:00,A100039,TERMINATE_INSTANCES,i-12251308,eu-north-1
2025-08-05 13:33:00,A100008,RUN_INSTANCES,i-91936034,eu-central-1
2025-08-05 14:19:00,A100007,RUN_INSTANCES,i-75633983,eu-central-1
2025-08-05 14:22:00,A100285,CREATE_SECURITY_GROUP,,us-east-1
2025-08-05 14:27:00,A100291,RUN_INSTANCES,i-34056145,eu-north-1
2025-08-05 16:16:00,A100141,RUN_INSTANCES,i-38506168,eu-central-1
2025-08-05 16:20:00,A100132,CREATE_SECURITY_GROUP,,eu-central-1
2025-08-05 16:34:00,A100231,CREATE_KEY_PAIR,,eu-west-1
2025-08-05 17:32:00,A100257,RUN_INSTANCES,i-65691829,eu-west-1
2025-08-05 18:14:00,A100022,CREATE_KEY_PAIR,,eu-central-1
2025-08-05 18:28:00,A100064,CREATE_SECURITY_GROUP,,eu-west-1
2025-08-05 18:33:00,A100147,CREATE_KEY_PAIR,,us-west-2
2025-08-05 19:43:00,A100037,RUN_INSTANCES,i-14240615,eu-north-1
2025-08-05 19:50:00,A100119,RUN_INSTANCES,i-21863554,eu-central-1
2025-08-05 21:34:00,A100018,TERMINATE_INSTANCES,i-71893708,us-west-2
2025-08-05 21:34:00,A100049,TERMINATE_INSTANCES,i-59952215,eu-west-1
2025-08-05 23:38:00,A100124,TERMINATE_INSTANCES,i-40583794,eu-north-1
2025-08-05 23:41:00,A100264,RUN_INSTANCES,i-86377032,eu-west-1
2025-08-06 00:30:00,A100166,RUN_INSTANCES,i-67094893,eu-west-1
2025-08-06 01:41:00,A100059,RUN_INSTANCES,i-65075596,eu-north-1
2025-08-06 05:28:00,A100215,RUN_INSTANCES,i-39138531,ap-south-1
2025-08-06 05:30:00,A100212,CREATE_SECURITY_GROUP,,eu-central-1
2025-08-06 05:35:00,A100088,CREATE_KEY_PAIR,,eu-north-1
2025-08-06 06:12:00,A100137,CREATE_KEY_PAIR,,eu-west-1
2025-08-06 08:54:00,A100101,RUN_INSTANCES,i-95727973,us-east-1
2025-08-06 08:54:00,A100163,RUN_INSTANCES,i-54652093,eu-north-1
2025-08-06 11:22:00,A100231,CREATE_KEY_PAIR,,eu-north-1
2025-08-06 11:53:00,A100209,RUN_INSTANCES,i-29729629,us-west-2
2025-08-06 13:00:00,A100289,RUN_INSTANCES,i-74034315,us-east-1
2025-08-06 14:06:00,A100128,RUN_INSTANCES,i-14512202,eu-north-1
2025-08-06 14:16:00,A100214,TERMINATE_INSTANCES,i-73399031,us-west-2
2025-08-06 15:05:00,A100197,RUN_INSTANCES,i-91684790,eu-central-1
2025-08-06 17:52:00,A100182,RUN_INSTANCES,i-53036801,eu-west-1
2025-08-06 20:45:00,A100145,TERMINATE_INSTANCES,i-89761048,eu-central-1
2025-08-06 20:47:00,A100219,ALLOCATE_ADDRESS,,eu-north-1
2025-08-06 22:21:00,A100030,TERMINATE_INSTANCES,i-65883833,us-east-1
2025-08-06 22:35:00,A100230,CREATE_KEY_PAIR,,eu-north-1
2025-08-07 01:26:00,A100117,RUN_INSTANCES,i-80534662,eu-west-1
2025-08-07 02:06:00,A100038,CREATE_SECURITY_GROUP,,ap-northeast-1
2025-08-07 02:21:00,A100203,RUN_INSTANCES,i-81927923,eu-north-1
2025-08-07 02:36:00,A100115,TERMINATE_INSTANCES,i-71081114,eu-west-1
2025-08-07 03:30:00,A100176,CREATE_SECURITY_GROUP,,us-east-1
2025-08-07 05:00:00,A100258,RUN_INSTANCES,i-34370718,us-west-2
2025-08-07 05:05:00,A100101,TERMINATE_INSTANCES,i-90160076,us-east-1
2025-08-07 05:53:00,A100213,CREATE_KEY_PAIR,,us-east-1
2025-08-07 09:03:00,A100019,ALLOCATE_ADDRESS,,eu-west-1
2025-08-07 11:07:00,A100243,RUN_INSTANCES,i-35385469,eu-central-1
2025-08-07 11:32:00,A100062,CREATE_SECURITY_GROUP,,eu-central-1
2025-08-07 12:39:00,A100247,RUN_INSTANCES,i-47903584,us-east-1
2025-08-07 12:51:00,A100157,CREATE_SECURITY_GROUP,,eu-central-1
2025-08-07 13:44:00,A100221,RUN_INSTANCES,i-79271250,eu-central-1
2025-08-07 13:47:00,A100158,TERMINATE_INSTANCES,i-83795947,us-west-2
2025-08-07 14:31:00,A100227,RUN_INSTANCES,i-76300836,eu-central-1
2025-08-07 15:47:00,A100261,CREATE_SECURITY_GROUP,,eu-north-1
2025-08-07 16:33:00,A100158,TERMINATE_INSTANCES,i-95419715,us-east-1
2025-08-07 18:00:00,A100195,CREATE_KEY_PAIR,,eu-north-1
2025-08-07 18:54:00,A100256,RUN_INSTANCES,i-49708516,us-east-1
2025-08-07 20:01:00,A100033,CREATE_KEY_PAIR,,eu-west-1
2025-08-07 20:13:00,A100171,TERMINATE_INSTANCES,i-51714837,us-west-2
2025-08-07 20:33:00,A100049,TERMINATE_INSTANCES,i-68280043,eu-central-1
2025-08-07 21:17:00,A100160,CREATE_KEY_PAIR,,eu-west-1
2025-08-07 21:18:00,A100292,TERMINATE_INSTANCES,i-68688962,eu-west-1
2025-08-07 22:40:00,A100078,TERMINATE_INSTANCES,i-29146103,eu-north-1
2025-08-07 23:53:00,A100103,TERMINATE_INSTANCES,i-38128235,eu-central-1
2025-08-08 00:31:00,A100270,RUN_INSTANCES,i-64545170,eu-north-1
2025-08-08 01:19:00,A100177,RUN_INSTANCES,i-95251832,us-east-1
2025-08-08 02:20:00,A100201,TERMINATE_INSTANCES,i-21031869,eu-central-1
2025-08-08 02:23:00,A100280,CREATE_SECURITY_GROUP,,us-east-1
2025-08-08 02:30:00,A100198,CREATE_KEY_PAIR,,eu-west-1
2025-08-08 04:06:00,A100211,RUN_INSTANCES,i-28744350,eu-central-1
2025-08-08 04:57:00,A100271,TERMINATE_INSTANCES,i-50844132,eu-west-1
2025-08-08 06:42:00,A100050,TERMINATE_INSTANCES,i-72698014,eu-central-1
2025-08-08 07:23:00,A100048,CREATE_KEY_PAIR,,eu-west-1
2025-08-08 07:41:00,A100188,CREATE_SECURITY_GROUP,,eu-central-1
2025-08-08 08:22:00,A100080,CREATE_KEY_PAIR,,eu-west-1
2025-08-08 08:41:00,A100056,TERMINATE_INSTANCES,i-61619974,eu-central-1
2025-08-08 08:54:00,A100056,CREATE_SECURITY_GROUP,,eu-north-1
2025-08-08 08:55:00,A100084,RUN_INSTANCES,i-18990012,us-east-1
2025-08-08 09:34:00,A100021,TERMINATE_INSTANCES,i-45155198,us-east-1
2025-08-08 09:48:00,A100120,RUN_INSTANCES,i-38233044,eu-north-1
2025-08-08 11:00:00,A100217,RUN_INSTANCES,i-48264369,eu-central-1
2025-08-08 12:27:00,A100209,CREATE_SECURITY_GROUP,,eu-central-1
2025-08-08 12:28:00,A100284,TERMINATE_INSTANCES,i-38329574,eu-central-1
2025-08-08 12:50:00,A100272,RUN_INSTANCES,i-85494476,eu-west-1
2025-08-08 14:10:00,A100250,RUN_INSTANCES,i-80200296,ap-south-1
2025-08-08 14:41:00,A100153,RUN_INSTANCES,i-31268008,eu-north-1
2025-08-08 15:45:00,A100008,RUN_INSTANCES,i-18082008,eu-west-1
2025-08-08 16:54:00,A100027,RUN_INSTANCES,i-20947305,eu-central-1
2025-08-08 16:57:00,A100234,RUN_INSTANCES,i-21257150,eu-west-1
2025-08-08 17:42:00,A100171,TERMINATE_INSTANCES,i-96318475,us-east-1
2025-08-08 18:15:00,A100158,TERMINATE_INSTANCES,i-43668389,eu-west-1
2025-08-08 19:05:00,A100169,RUN_INSTANCES,i-10517495,ap-northeast-1
2025-08-08 19:14:00,A100186,RUN_INSTANCES,i-35606141,us-east-1
2025-08-08 19:37:00,A100148,ALLOCATE_ADDRESS,,us-west-2
2025-08-08 19:49:00,A100026,TERMINATE_INSTANCES,i-58909893,us-east-1
2025-08-08 20:20:00,A100001,RUN_INSTANCES,i-19291859,eu-north-1
2025-08-08 21:25:00,A100233,CREATE_SECURITY_GROUP,,eu-west-1
2025-08-08 21:27:00,A100005,CREATE_SECURITY_GROUP,,us-east-1
2025-08-08 22:27:00,A100061,RUN_INSTANCES,i-70263755,eu-west-1
2025-08-08 23:00:00,A100046,RUN_INSTANCES,i-18388535,eu-west-1
2025-08-08 23:47:00,A100235,TERMINATE_INSTANCES,i-62537298,eu-central-1
2025-08-09 00:10:00,A100235,ALLOCATE_ADDRESS,,eu-central-1
2025-08-09 02:21:00,A100021,RUN_INSTANCES,i-99986813,eu-west-1
2025-08-09 02:37:00,A100192,RUN_INSTANCES,i-30944239,eu-north-1
2025-08-09 03:51:00,A100111,RUN_INSTANCES,i-55741988,eu-west-1
2025-08-09 04:26:00,A100040,RUN_INSTANCES,i-95656693,us-east-1
2025-08-09 04:27:00,A100116,RUN_INSTANCES,i-21746480,eu-north-1
2025-08-09 05:58:00,A100020,TERMINATE_INSTANCES,i-53577895,eu-west-1
2025-08-09 06:43:00,A100128,CREATE_KEY_PAIR,,ap-south-1
2025-08-09 06:49:00,A100292,TERMINATE_INSTANCES,i-48545700,eu-north-1
2025-08-09 07:48:00,A100079,TERMINATE_INSTANCES,i-79426518,eu-north-1
2025-08-09 08:40:00,A100188,TERMINATE_INSTANCES,i-10676825,us-east-1
2025-08-09 10:18:00,A100090,RUN_INSTANCES,i-38948637,us-east-1
2025-08-09 10:52:00,A100114,RUN_INSTANCES,i-84256757,us-east-1
2025-08-09 11:33:00,A100176,TERMINATE_INSTANCES,i-83971749,eu-north-1
2025-08-09 13:44:00,A100073,RUN_INSTANCES,i-36230774,us-east-1
2025-08-09 14:00:00,A100080,RUN_INSTANCES,i-91849030,us-west-2
2025-08-09 14:22:00,A100166,TERMINATE_INSTANCES,i-78043782,eu-west-1
2025-08-09 14:38:00,A100016,RUN_INSTANCES,i-61128850,eu-central-1
2025-08-09 15:05:00,A100117,ALLOCATE_ADDRESS,,eu-north-1
2025-08-09 15:18:00,A100169,RUN_INSTANCES,i-98479346,us-east-1
2025-08-09 15:36:00,A100027,RUN_INSTANCES,i-89112618,us-west-2
2025-08-09 15:55:00,A100179,RUN_INSTANCES,i-24847404,us-west-2
2025-08-09 16:54:00,A100269,CREATE_SECURITY_GROUP,,ap-northeast-1
2025-08-09 18:13:00,A100289,ALLOCATE_ADDRESS,,eu-north-1
2025-08-09 19:26:00,A100061,TERMINATE_INSTANCES,i-72699304,eu-central-1
2025-08-09 19:34:00,A100041,CREATE_SECURITY_GROUP,,ap-south-1
2025-08-09 19:45:00,A100242,RUN_INSTANCES,i-50805583,ap-south-1
2025-08-09 20:48:00,A100227,RUN_INSTANCES,i-59739611,eu-central-1
2025-08-09 20:54:00,A100085,RUN_INSTANCES,i-67336943,eu-north-1
2025-08-09 21:40:00,A100025,CREATE_SECURITY_GROUP,,eu-central-1
2025-08-09 22:18:00,A100182,RUN_INSTANCES,i-63029113,us-east-1
2025-08-09 22:46:00,A100164,RUN_INSTANCES,i-78807997,eu-central-1
2025-08-10 01:30:00,A100258,TERMINATE_INSTANCES,i-45598704,us-west-2
2025-08-10 01:34:00,A100095,ALLOCATE_ADDRESS,,eu-north-1
2025-08-10 02:37:00,A100017,RUN_INSTANCES,i-81794923,eu-north-1
2025-08-10 04:22:00,A100123,TERMINATE_INSTANCES,i-75906857,eu-central-1
2025-08-10 05:02:00,A100100,CREATE_SECURITY_GROUP,,eu-west-1
2025-08-10 05:17:00,A100180,CREATE_KEY_PAIR,,eu-west-1
2025-08-10 05:17:00,A100286,RUN_INSTANCES,i-87950459,us-west-2
2025-08-10 05:39:00,A100124,TERMINATE_INSTANCES,i-38813331,us-west-2
2025-08-10 05:54:00,A100097,CREATE_KEY_PAIR,,eu-central-1
2025-08-10 06:07:00,A100005,TERMINATE_INSTANCES,i-37134112,eu-central-1
2025-08-10 06:25:00,A100203,RUN_INSTANCES,i-12760999,us-east-1
2025-08-10 06:32:00,A100225,ALLOCATE_ADDRESS,,eu-central-1
2025-08-10 06:51:00,A100060,RUN_INSTANCES,i-30839887,eu-west-1
2025-08-10 07:08:00,A100064,CREATE_KEY_PAIR,,eu-west-1
2025-08-10 07:18:00,A100152,RUN_INSTANCES,i-59789140,us-west-2
2025-08-10 10:47:00,A100148,TERMINATE_INSTANCES,i-90292374,eu-north-1
2025-08-10 11:05:00,A100169,ALLOCATE_ADDRESS,,us-east-1
2025-08-10 12:16:00,A100285,ALLOCATE_ADDRESS,,eu-central-1
2025-08-10 12:59:00,A100066,RUN_INSTANCES,i-81715442,us-west-2
2025-08-10 13:18:00,A100217,RUN_INSTANCES,i-36807243,us-east-1
2025-08-10 14:25:00,A100064,TERMINATE_INSTANCES,i-60668210,eu-west-1
2025-08-10 15:05:00,A100024,TERMINATE_INSTANCES,i-31914090,eu-north-1
2025-08-10 15:41:00,A100014,RUN_INSTANCES,i-97803129,eu-west-1
2025-08-10 17:28:00,A100114,TERMINATE_INSTANCES,i-99826925,eu-west-1
2025-08-10 19:08:00,A100241,RUN_INSTANCES,i-48166487,eu-central-1
2025-08-10 19:36:00,A100133,CREATE_SECURITY_GROUP,,us-east-1
2025-08-10 20:14:00,A100130,TERMINATE_INSTANCES,i-87864438,us-east-1
2025-08-10 21:03:00,A100187,CREATE_KEY_PAIR,,us-west-2
2025-08-10 22:17:00,A100040,CREATE_KEY_PAIR,,eu-north-1
2025-08-10 23:16:00,A100262,CREATE_KEY_PAIR,,us-east-1
2025-08-11 02:30:00,A100297,RUN_INSTANCES,i-64154271,eu-west-1
2025-08-11 04:23:00,A100288,TERMINATE_INSTANCES,i-43785347,eu-central-1
2025-08-11 04:28:00,A100127,CREATE_KEY_PAIR,,eu-north-1
2025-08-11 04:57:00,A100235,RUN_INSTANCES,i-28959269,eu-west-1
2025-08-11 06:05:00,A100223,TERMINATE_INSTANCES,i-44800586,eu-west-1
2025-08-11 06:33:00,A100039,TERMINATE_INSTANCES,i-30586388,eu-central-1
2025-08-11 06:48:00,A100272,TERMINATE_INSTANCES,i-70479670,eu-central-1
2025-08-11 06:59:00,A100042,RUN_INSTANCES,i-37151953,eu-central-1
2025-08-11 08:41:00,A100196,TERMINATE_INSTANCES,i-30758675,eu-west-1
2025-08-11 09:06:00,A100125,RUN_INSTANCES,i-79566929,eu-central-1
2025-08-11 10:25:00,A100111,ALLOCATE_ADDRESS,,eu-north-1
2025-08-11 10:40:00,A100214,TERMINATE_INSTANCES,i-24442372,eu-north-1
2025-08-11 11:28:00,A100228,CREATE_SECURITY_GROUP,,eu-central-1
2025-08-11 12:09:00,A100171,RUN_INSTANCES,i-86133572,us-east-1
2025-08-11 12:12:00,A100144,CREATE_KEY_PAIR,,eu-central-1
2025-08-11 12:22:00,A100022,TERMINATE_INSTANCES,i-21410768,eu-central-1
2025-08-11 13:09:00,A100082,RUN_INSTANCES,i-53869350,eu-central-1
2025-08-11 13:32:00,A100033,TERMINATE_INSTANCES,i-92536096,us-east-1
2025-08-11 13:59:00,A100262,CREATE_SECURITY_GROUP,,us-east-1
2025-08-11 15:41:00,A100187,TERMINATE_INSTANCES,i-34619877,eu-north-1
2025-08-11 16:00:00,A100012,RUN_INSTANCES,i-39242895,eu-north-1
2025-08-11 16:57:00,A100059,RUN_INSTANCES,i-89358762,eu-west-1
2025-08-11 17:37:00,A100080,TERMINATE_INSTANCES,i-39429637,eu-central-1
2025-08-11 18:07:00,A100014,RUN_INSTANCES,i-32940459,eu-central-1
2025-08-11 18:18:00,A100239,ALLOCATE_ADDRESS,,eu-west-1
2025-08-11 18:19:00,A100292,RUN_INSTANCES,i-12150133,us-east-1
2025-08-11 18:19:00,A100153,ALLOCATE_ADDRESS,,eu-west-1
2025-08-11 20:35:00,A100133,RUN_INSTANCES,i-47538609,eu-west-1
2025-08-11 21:16:00,A100103,RUN_INSTANCES,i-27798175,eu-central-1
2025-08-11 22:18:00,A100045,RUN_INSTANCES,i-18455414,us-east-1
2025-08-11 22:40:00,A100250,TERMINATE_INSTANCES,i-88784798,us-east-1
2025-08-12 00:15:00,A100065,TERMINATE_INSTANCES,i-80107270,us-east-1
2025-08-12 01:42:00,A100271,CREATE_KEY_PAIR,,eu-west-1
2025-08-12 02:23:00,A100240,TERMINATE_INSTANCES,i-22287319,us-west-2
2025-08-12 02:26:00,A100134,CREATE_KEY_PAIR,,eu-west-1
2025-08-12 03:56:00,A100023,RUN_INSTANCES,i-99236753,us-east-1
2025-08-12 04:08:00,A100223,RUN_INSTANCES,i-70482082,eu-north-1
2025-08-12 04:39:00,A100258,CREATE_SECURITY_GROUP,,us-west-2
2025-08-12 08:47:00,A100023,RUN_INSTANCES,i-13885635,eu-central-1
2025-08-12 09:03:00,A100100,RUN_INSTANCES,i-52095661,eu-north-1
2025-08-12 09:09:00,A100173,CREATE_KEY_PAIR,,eu-north-1
2025-08-12 10:22:00,A100265,RUN_INSTANCES,i-42716541,eu-central-1
2025-08-12 10:40:00,A100107,TERMINATE_INSTANCES,i-90240551,eu-north-1
2025-08-12 10:42:00,A100041,ALLOCATE_ADDRESS,,eu-west-1
2025-08-12 11:16:00,A100226,CREATE_SECURITY_GROUP,,eu-west-1
2025-08-12 11:47:00,A100259,TERMINATE_INSTANCES,i-23827613,eu-central-1
2025-08-12 12:13:00,A100155,TERMINATE_INSTANCES,i-36499569,us-east-1
2025-08-12 12:39:00,A100168,TERMINATE_INSTANCES,i-58779034,eu-west-1
2025-08-12 15:08:00,A100035,TERMINATE_INSTANCES,i-24692818,eu-central-1
2025-08-12 16:41:00,A100174,RUN_INSTANCES,i-18776504,eu-west-1
2025-08-12 17:28:00,A100253,RUN_INSTANCES,i-94914309,us-west-2
2025-08-12 17:31:00,A100075,TERMINATE_INSTANCES,i-39476382,us-west-2
2025-08-12 20:34:00,A100202,TERMINATE_INSTANCES,i-58883835,us-east-1
2025-08-12 20:41:00,A100120,TERMINATE_INSTANCES,i-29730567,eu-central-1
2025-08-12 21:00:00,A100032,CREATE_SECURITY_GROUP,,us-west-2
